time,x,y,yaw,v,a,phi
6.999999999999983125e+00,2.142646387368606353e-01,-2.897838791619748555e+00,-3.010376185716376884e-01,1.111710702787957361e+00,4.274564998564033338e-03,1.843938942548550841e-01
7.049999999999982947e+00,2.673504555435901597e-01,-2.914320532143600762e+00,-2.895182835207806282e-01,1.111924431037885519e+00,-8.488510276030538163e-04,1.934265525347216019e-01
7.099999999999982769e+00,3.206328464285386204e-01,-2.930192730240615440e+00,-2.774183536891746682e-01,1.111881988486505435e+00,2.566725187896605129e-03,2.230945801198291334e-01
7.149999999999982592e+00,3.741013436763445110e-01,-2.945418487787060613e+00,-2.634042543450419993e-01,1.112010324745900336e+00,-1.926534141057229411e-03,2.215148824232212321e-01
7.199999999999982414e+00,4.277841543244910172e-01,-2.959895132659715156e+00,-2.494911149592252131e-01,1.111913998038847495e+00,1.759269593574434550e-03,2.564334099502185715e-01
7.249999999999982236e+00,4.816585110863100261e-01,-2.973622314857350624e+00,-2.332938540529428950e-01,1.112001961518526150e+00,-2.760908389989637224e-03,2.524475843194842195e-01
7.299999999999982059e+00,5.357524130579109922e-01,-2.986476134349604461e+00,-2.173582035346580676e-01,1.111863916099026683e+00,1.413444243641543167e-03,2.824220447464362849e-01
7.349999999999981881e+00,5.900375321795676697e-01,-2.998464848282099471e+00,-1.994338159367943508e-01,1.111934588311208838e+00,-3.774094868178671288e-03,2.784570055842473524e-01
7.399999999999981704e+00,6.445322734928224939e-01,-3.009479361022501465e+00,-1.817735466784962117e-01,1.111745883567799797e+00,9.292439936816701031e-04,3.012366848201312175e-01
7.449999999999981526e+00,6.992037463392350993e-01,-3.019528108749399919e+00,-1.625840844904601623e-01,1.111792345767483869e+00,4.622520766520593280e-03,3.065250407940994792e-01
7.499999999999981348e+00,7.540602642108608089e-01,-3.028526330644192299e+00,-1.430350551090368849e-01,1.112023471805809960e+00,-1.852754494797981526e-04,3.000257762849414256e-01
7.549999999999981171e+00,8.090936338962706476e-01,-3.036452157142837560e+00,-1.239228008233837774e-01,1.112014208033335949e+00,9.764690214591156825e-03,1.584372915845690954e-01
